번호,발표연도,가수,곡명,병기,iTunes가수,iTunes곡명,음반,음반연도,판
745,2023,전소미,Fast Forward,,JEON SOMI,Fast Forward,GAME PLAN - EP,2023,2026-09-13 14:39
746,2023,정국,Seven,,정국 & Latto,Seven,Seven (Alesso Remix) - EP,2023,2026-09-13 14:39
747,2023,제니,You & Me,,JENNIE,You & Me,JENNIE Special Single [You & Me] - Single,2023,2026-09-13 14:39
748,2023,지수,꽃,FLOWER,JISOO,FLOWER,ME - Single,2023,2026-09-13 14:39
749,2023,피프티피프티,Cupid,,피프티 피프티,Cupid,The Beginning: Cupid - Single,2022,2026-09-13 14:39
750,2023,하이키,건물 사이에 피어난 장미,,하이키,건물 사이에 피어난 장미,H1-KEY 1st Mini Album [Rose Blossom],2023,2026-09-13 14:39
751,2024,QWER,고민중독,,QWER,고민중독,1st Mini Album 'MANITO',2024,2026-09-13 14:39
752,2024,QWER,내 이름 맑음,,QWER,내 이름 맑음,2nd Mini Album 'Algorithm's Blossom',2024,2026-09-13 14:39
753,2024,RESCENE,LOVE ATTACK,,리센느,LOVE ATTACK,SCENEDROME - EP,2024,2026-09-13 14:39
754,2024,뉴진스,Bubble Gum,,뉴진스,Bubble Gum,How Sweet - EP,2024,2026-09-13 14:39
755,2024,뉴진스,How Sweet,,뉴진스,How Sweet,How Sweet - EP,2024,2026-09-13 14:39
756,2024,뉴진스,Supernatural,,뉴진스,Supernatural,Supernatural - Single,2024,2026-09-13 14:39
757,2024,데이식스,HAPPY,,DAY6,HAPPY,Fourever,2024,2026-09-13 14:39
758,2024,데이식스,Welcome to the Show,,데이식스,Welcome to the Show,Fourever,2024,2026-09-13 14:39
759,2024,라이즈,Love 119,,RIIZE,Love 119,Love 119 - Single,2024,2026-09-13 14:39
760,2024,로제,APT.,,ROSÉ & Bruno Mars,APT.,rosie,2024,2026-09-13 14:39
761,2024,르세라핌,HOT,1-800-hot-n-fun,르세라핌,1-800-hot-n-fun,CRAZY - EP,2024,2026-09-13 14:39
762,2024,베이비몬스터,DRIP,,BABYMONSTER,DRIP,DRIP,2024,2026-09-13 14:39
763,2024,베이비몬스터,SHEESH,,BABYMONSTER,SHEESH,BABYMONS7ER - EP,2024,2026-09-13 14:39
764,2024,비비,밤양갱,,비비,밤양갱,밤양갱 - Single,2024,2026-09-13 14:39
765,2024,세븐틴,MAESTRO,,세븐틴,MAESTRO,17 IS RIGHT HERE,2024,2026-09-13 14:39
766,2024,아이들,나는 아픈 건 딱 질색이니까,Fate,i-dle,Fate,2,2024,2026-09-13 14:39
767,2024,아이들,클락션,Klaxon,i-dle,Klaxon,I SWAY - EP,2024,2026-09-13 14:39
768,2024,아이브,해야,HEYA,IVE,HEYA,IVE SWITCH - EP,2024,2026-09-13 14:39
769,2024,아이유,Love wins all,,아이유,Love wins all,Love wins all - Single,2024,2026-09-13 14:39
770,2024,아이유,홀씨,,아이유,홀씨,The Winning - EP,2024,2026-09-13 14:39
771,2024,아일릿,Magnetic,,아일릿,Magnetic,SUPER REAL ME - EP,2024,2026-09-13 14:39
772,2024,에스파,Armageddon,,aespa,Armageddon,Armageddon - The 1st Album,2024,2026-09-13 14:39
773,2024,에스파,Supernova,,aespa,Supernova,Supernova - Single,2024,2026-09-13 14:39
774,2024,에스파,Whiplash,,aespa,Whiplash,Whiplash - The 5th Mini Album - EP,2024,2026-09-13 14:39
775,2024,엔믹스,Dash,,NMIXX,DASH,Fe3O4: BREAK,2024,2026-09-13 14:39
776,2024,엔하이픈,XO (Only If You Say Yes),,엔하이픈,XO (Only If You Say Yes),ROMANCE : UNTOLD,2024,2026-09-13 14:39
777,2024,이무진,청춘만화,,이무진,청춘만화,만화 (滿花) - EP,2024,2026-09-13 14:39
778,2024,이영지,Small girl,,이영지,Small girl (feat. 도경수),16 fantasy - EP,2024,2026-09-13 14:39
779,2024,이클립스,소나기,,이클립스,소나기,"선재 업고 튀어, Pt. 1 (Original Soundtrack)",2024,2026-09-13 14:39
780,2024,제니,Mantra,,제니,Mantra,Mantra - Single,2024,2026-09-13 14:39
781,2024,지드래곤,HOME SWEET HOME,,G-DRAGON,HOME SWEET HOME (feat. TAEYANG & DAESUNG),HOME SWEET HOME (feat. TAEYANG & DAESUNG) - Single,2024,2026-09-13 14:39
782,2024,지드래곤,POWER,,G-DRAGON,POWER,POWER - Single,2024,2026-09-13 14:39
783,2024,지코,SPOT!,,ZICO,SPOT! (feat. JENNIE),SPOT! (feat. JENNIE) - Single,2024,2026-09-13 14:39
784,2024,크러쉬,미안해 미워해 사랑해,,Crush,미안해 미워해 사랑해,"눈물의 여왕 (Original Television Soundtrack), Pt.4 - Single",2024,2026-09-13 14:39
785,2024,키스오브라이프,Sticky,,KISS OF LIFE,Sticky,Sticky - Single,2024,2026-09-13 14:39
786,2024,투어스,첫 만남은 계획대로 되지 않아,Plot Twist,투어스,첫 만남은 계획대로 되지 않아,투어스 미니 1집 'Sparkling Blue' - EP,2024,2026-09-13 14:39
787,2024,프로미스나인,Supersonic,,fromis_9,Supersonic,Supersonic - Single,2024,2026-09-13 14:39
788,2024,황가람,나는 반딧불,,황가람,나는 반딧불,나는 반딧불 - Single,2024,2026-09-13 14:39
789,2025,10cm,너에게 닿기를,,10CM,너에게 닿기를,너에게 닿기를 - Single,2025,2026-09-13 14:39
790,2025,CORTIS,GO!,,코르티스,GO!,COLOR OUTSIDE THE LINES - EP,2025,2026-09-13 14:39
791,2025,Hearts2Hearts,Style,,Hearts2Hearts,STYLE,STYLE - Single,2025,2026-09-13 14:39
792,2025,KiiiKiii,I DO ME,,키키,I DO ME,I DO ME - Single,2025,2026-09-13 14:39
793,2025,MEOVV,HANDS UP,,MEOVV,HANDS UP,HANDS UP - Single,2025,2026-09-13 14:39
794,2025,NMIXX,Blue Valentine,,NMIXX,Blue Valentine,Blue Valentine,2025,2026-09-13 14:39
795,2025,데이식스,Maybe Tomorrow,,데이식스,Maybe Tomorrow,Maybe Tomorrow - Single,2025,2026-09-13 14:39
796,2025,르세라핌,Come Over,,르세라핌,Come Over,HOT - EP,2025,2026-09-13 14:39
797,2025,마크툽,시작의 아이,,마크툽,시작의 아이,시작의 아이 - Single,2025,2026-09-13 14:39
798,2025,보이넥스트도어,"IF I SAY, I LOVE YOU",,보이넥스트도어,"IF I SAY, I LOVE YOU",No Genre,2025,2026-09-13 14:39
799,2025,보이넥스트도어,오늘만 I LOVE YOU,,보이넥스트도어,오늘만 I LOVE YOU,오늘만 I LOVE YOU - Single,2025,2026-09-13 14:39
800,2025,블랙핑크,JUMP,뛰어,BLACKPINK,뛰어(JUMP),뛰어(JUMP) - Single,2025,2026-09-13 14:39
801,2025,아이들,Girlfriend,,i-dle,Girlfriend,We are - EP,2025,2026-09-13 14:39
802,2025,아이브,ATTITUDE,,IVE,ATTITUDE,IVE EMPATHY - EP,2025,2026-09-13 14:39
803,2025,아이브,Rebel Heart,,아이브,REBEL HEART,IVE EMPATHY - EP,2025,2026-09-13 14:39
804,2025,아이브,XOXZ,,아이브,XOXZ,IVE SECRET - EP,2025,2026-09-13 14:39
805,2025,에스파,Dirty Work,,aespa,Dirty Work,Dirty Work (Apple Music Edition) - EP,2025,2026-09-13 14:39
806,2025,에이티즈,Lemon Drop,레몬 드롭,에이티즈,Lemon Drop,GOLDEN HOUR : Part.3 - EP,2025,2026-09-13 14:39
807,2025,엔믹스,Know About Me,,NMIXX,KNOW ABOUT ME,Fe3O4: FORWARD - EP,2025,2026-09-13 14:39
808,2025,올데이프로젝트,FAMOUS,,ALLDAY PROJECT,FAMOUS,FAMOUS - Single,2025,2026-09-13 14:39
809,2025,우즈,I'll Never Love Again,,WOODZ,I'll Never Love Again,I’ll Never Love Again - Single,2025,2026-09-13 14:39
810,2025,제니,Seoul City,,제니,Seoul City,Ruby,2025,2026-09-13 14:39
811,2025,조째즈,모르시나요,,조째즈,모르시나요,모르시나요 - Single,2025,2026-09-13 14:39
812,2025,지드래곤,TOO BAD,,G-DRAGON & Anderson .Paak,TOO BAD,Übermensch,2025,2026-09-13 14:39
813,2025,키스오브라이프,Lips Hips Kiss,,KISS OF LIFE,Lips Hips Kiss,224,2025,2026-09-13 14:39
814,2025,텐,STUNNER,,텐,STUNNER,STUNNER - The 2nd Mini Album,2025,2026-09-13 14:39
815,2025,트레저,YELLOW,,TREASURE,YELLOW,SPECIAL MINI ALBUM [PLEASURE] - EP,2025,2026-09-13 14:39
816,2025,헌트릭스,Golden,,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",Golden,KPop Demon Hunters (Soundtrack from the Netflix Film),2025,2026-09-13 14:39
817,2025,화사,Good Goodbye,,화사,Good Goodbye,Good Goodbye - Single,2025,2026-09-13 14:39
818,2026,CORTIS,RedRed,,코르티스,REDRED,GREENGREEN - EP,2026,2026-09-13 14:39
819,2026,Hearts2Hearts,RUDE!,,Hearts2Hearts,RUDE!,RUDE! - Single,2026,2026-09-13 14:39
820,2026,KiiiKiii,404 (New Era),,키키,404 (New Era),Delulu Pack - EP,2026,2026-09-13 14:39
821,2026,방탄소년단,Hooligan,,방탄소년단,Hooligan,ARIRANG,2026,2026-09-13 14:39
822,2026,방탄소년단,Swim,,방탄소년단,SWIM,ARIRANG,2026,2026-09-13 14:39
823,2026,블랙핑크,Champion,,BLACKPINK,Champion,DEADLINE - EP,2026,2026-09-13 14:39
824,2026,아이오아이,갑자기,Suddenly,아이오아이,갑자기,I.O.I 3rd MINI ALBUM (I.O.I : LOOP) - EP,2026,2026-09-13 14:39
825,2026,악동뮤지션,소문의 낙원,,악뮤,소문의 낙원,개화,2026,2026-09-13 14:39
826,2026,에스파,Lemonade,,aespa,LEMONADE,LEMONADE - The 2nd Album,2026,2026-09-13 14:39
827,2026,엑소,Crown,,EXO,Crown,REVERXE - The 8th Album,2026,2026-09-13 14:39
828,2026,엔하이픈,Lost Island,,엔하이픈,Lost Island,THE SIN : VANISH,2026,2026-09-13 14:39
